配置编号,Background数量,块大小,调度器模式,具体配置,运行次数,Sustained吞吐量,Burst延迟(μs),突发轮次,完成时间
11,16,1M,duet_dual,duet_dual(4194304/3145728),3,10.737GB/s,252.51,271,2025年 08月 09日 星期六 00:07:41 CST
11,16,1M,duet_dual,duet_dual(4194304/2097152),3,10.737GB/s,181.05,271,2025年 08月 09日 星期六 00:08:23 CST
11,16,1M,duet_dual,duet_dual(4194304/1048576),3,10.737GB,167.41,205,2025年 08月 09日 星期六 00:09:05 CST
1,16,4M,none,none,1,10.737GB/s,28021.36,197,2025年 08月 09日 星期六 15:49:58 CST
1,16,4M,bfq,bfq,1,10.501GB/s,2716.48,266,2025年 08月 09日 星期六 15:50:41 CST
1,16,4M,duet_same,duet_same(16777216),1,10.952GB/s,1368.46,266,2025年 08月 09日 星期六 15:51:23 CST
1,16,4M,duet_same,duet_same(8388608),1,11.059GB/s,652.62,271,2025年 08月 09日 星期六 15:52:05 CST
1,16,4M,duet_same,duet_same(4194304),1,10.844GB/s,307.66,271,2025年 08月 09日 星期六 15:52:46 CST
1,16,4M,duet_same,duet_same(2097152),1,9.723GB/s,190.15,271,2025年 08月 09日 星期六 15:53:28 CST
1,16,4M,duet_same,duet_same(1048576),1,8.377GB/s,154.04,272,2025年 08月 09日 星期六 15:54:10 CST
1,16,4M,duet_dual,duet_dual(4194304/3145728),1,10.844GB/s,247.61,271,2025年 08月 09日 星期六 15:54:52 CST
1,16,4M,duet_dual,duet_dual(4194304/2097152),1,10.844GB/s,193.48,271,2025年 08月 09日 星期六 15:55:34 CST
1,16,4M,duet_dual,duet_dual(4194304/1048576),1,10.844GB/s,162.78,272,2025年 08月 09日 星期六 15:56:16 CST
1,16,4M,none,none,2,10.844GB/s,25262.92,263,2025年 08月 09日 星期六 15:57:03 CST
1,16,4M,bfq,bfq,2,10.587GB/s,2789.33,266,2025年 08月 09日 星期六 15:57:45 CST
1,16,4M,duet_same,duet_same(16777216),2,11.059GB/s,1360.12,266,2025年 08月 09日 星期六 15:58:27 CST
1,16,4M,duet_same,duet_same(8388608),2,11.059GB/s,662.67,271,2025年 08月 09日 星期六 15:59:09 CST
1,16,4M,duet_same,duet_same(4194304),2,10.952GB/s,327.06,271,2025年 08月 09日 星期六 15:59:51 CST
1,16,4M,duet_same,duet_same(2097152),2,9.726GB/s,192.99,271,2025年 08月 09日 星期六 16:00:33 CST
1,16,4M,duet_same,duet_same(1048576),2,8.381GB/s,150.15,272,2025年 08月 09日 星期六 16:01:14 CST
1,16,4M,duet_dual,duet_dual(4194304/3145728),2,10.844GB/s,244.00,271,2025年 08月 09日 星期六 16:01:56 CST
1,16,4M,duet_dual,duet_dual(4194304/2097152),2,10.844GB/s,197.51,271,2025年 08月 09日 星期六 16:02:38 CST
1,16,4M,duet_dual,duet_dual(4194304/1048576),2,10.844GB/s,163.90,272,2025年 08月 09日 星期六 16:03:20 CST
1,16,4M,none,none,3,10.844GB/s,24761.16,263,2025年 08月 09日 星期六 16:04:07 CST
1,16,4M,bfq,bfq,3,10.597GB/s,2757.94,266,2025年 08月 09日 星期六 16:04:49 CST
1,16,4M,duet_same,duet_same(16777216),3,10.952GB/s,1372.75,266,2025年 08月 09日 星期六 16:05:31 CST
1,16,4M,duet_same,duet_same(8388608),3,11.059GB/s,670.39,271,2025年 08月 09日 星期六 16:06:13 CST
1,16,4M,duet_same,duet_same(4194304),3,10.952GB/s,312.55,271,2025年 08月 09日 星期六 16:06:55 CST
1,16,4M,duet_same,duet_same(2097152),3,9.731GB/s,201.55,271,2025年 08月 09日 星期六 16:07:37 CST
1,16,4M,duet_same,duet_same(1048576),3,8.361GB/s,155.06,272,2025年 08月 09日 星期六 16:08:19 CST
1,16,4M,duet_dual,duet_dual(4194304/3145728),3,10.844GB/s,245.50,271,2025年 08月 09日 星期六 16:09:01 CST
1,16,4M,duet_dual,duet_dual(4194304/2097152),3,10.844GB/s,194.33,271,2025年 08月 09日 星期六 16:09:43 CST
1,16,4M,duet_dual,duet_dual(4194304/1048576),3,10.844GB/s,156.75,272,2025年 08月 09日 星期六 16:10:24 CST
